machine,limits,benchmark,lower_is_better,result
"dwill.soe.ucsc.edu","with_limits","stream-triad",,"4628.50"
"dwill.soe.ucsc.edu","with_limits","c-ray",,"72.54"
"dwill.soe.ucsc.edu","with_limits","crafty",,"66.51"
"dwill.soe.ucsc.edu","with_limits","stream-copy",,"4552.02"
"dwill.soe.ucsc.edu","with_limits","stream-add",,"4646.80"
"dwill.soe.ucsc.edu","with_limits","stream-scale",,"4449.36"
"dwill.soe.ucsc.edu","with_limits","stream-triad",,"4611.68"
"dwill.soe.ucsc.edu","with_limits","c-ray",,"72.52"
"dwill.soe.ucsc.edu","with_limits","crafty",,"66.48"
"dwill.soe.ucsc.edu","with_limits","stream-copy",,"4528.34"
"dwill.soe.ucsc.edu","with_limits","stream-add",,"4641.86"
"dwill.soe.ucsc.edu","with_limits","stream-scale",,"4491.34"
"dwill.soe.ucsc.edu","with_limits","stream-triad",,"4631.58"
"dwill.soe.ucsc.edu","with_limits","c-ray",,"72.29"
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-ackermann",false,6.456274
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-bitops",false,1067.081962
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-callfunc",false,87250.436097
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cdouble",false,2204.716507
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cfloat",false,1288.486207
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-clongdouble",false,25.144968
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-correlate",false,21.269347
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-crc16",false,50.002744
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal32",false,508.190852
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal64",false,605.165632
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal128",false,100.125136
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-dither",false,68.894515
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-djb2a",false,31435.887224
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-double",false,2897.726624
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-euler",false,2175424.9461
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-explog",false,46.012287
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fft",false,137.691681
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fibonacci",false,3946115.08111
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-float",false,11317.878807
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fnv1a",false,36421.694292
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gamma",false,129.477888
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gcd",false,613.231367
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gray",false,5432.40448
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hamming",false,180.720168
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hanoi",false,71.137079
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hyperbolic",false,404.800849
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-idct",false,11025.194979
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128",false,1889.791304
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64",false,19762.181514
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32",false,19671.336266
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int16",false,21948.251831
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int8",false,19716.444869
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128float",false,1718.050521
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128double",false,1231.08324
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128longdouble",false,355.571583
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal32",false,400.194886
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal64",false,459.876536
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal128",false,95.289879
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64float",false,6985.327979
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64double",false,2944.713269
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64longdouble",false,427.066194
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32float",false,9667.145474
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32double",false,2957.5825
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32longdouble",false,455.054839
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-jenkin",false,9589.655521
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-jmp",false,13336.186178
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-ln2",false,7159.562951
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-longdouble",false,466.570043
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-loop",false,7757.839708
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-matrixprod",false,75.409116
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-nsqrt",false,51.286762
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-omega",false,1168869.87193
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-parity",false,6419.696611
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-phi",false,3363775.91497
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-pi",false,405322.265082
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-pjw",false,12971.522267
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-prime",false,3.178339
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-psi",false,453952.745479
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-queens",false,35.258223
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rand",false,5700.941534
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rand48",false,1355.885907
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rgb",false,23066.425345
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sdbm",false,34947.857479
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sieve",false,6.825985
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sqrt",false,2958.600608
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-trig",false,294.091852
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-union",false,8727.329755
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-zeta",false,198.182777
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-af-alg",false,4781.394867
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-atomic",false,201506.592354
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-bsearch",false,123.366924
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cpu",false,73.458882
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-crypt",false,37.433122
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hsearch",false,1202.186414
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-longjmp",false,31681.118715
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-lsearch",false,2.200013
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-opcode",false,929.602793
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-qsort",false,2.298213
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-str",false,10262.331807
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-stream",false,17.51118
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-tsc",false,284147.849469
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-tsearch",false,5.847012
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-vecmath",false,849.58098
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-wcs",false,3694.382648
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cache-cache",false,5.295583
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cache-icache",false,289.133016
"dwill.soe.ucsc.edu","with_limits","stressng-memory-atomic",false,201500.878782
"dwill.soe.ucsc.edu","with_limits","stressng-memory-context",false,1462.209064
"dwill.soe.ucsc.edu","with_limits","stressng-memory-full",false,56800.765051
"dwill.soe.ucsc.edu","with_limits","stressng-memory-lockbus",false,603810.427195
"dwill.soe.ucsc.edu","with_limits","stressng-memory-malloc",false,829652.442979
"dwill.soe.ucsc.edu","with_limits","stressng-memory-matrix",false,1361.808994
"dwill.soe.ucsc.edu","with_limits","stressng-memory-memcpy",false,613.085105
"dwill.soe.ucsc.edu","with_limits","stressng-memory-memfd",false,3.579136
"dwill.soe.ucsc.edu","with_limits","stressng-memory-mincore",false,11069.470994
"dwill.soe.ucsc.edu","with_limits","stressng-memory-null",false,2560152.74446
"dwill.soe.ucsc.edu","with_limits","stressng-memory-pipe",false,181500.784024
"dwill.soe.ucsc.edu","with_limits","stressng-memory-remap",false,96.796388
"dwill.soe.ucsc.edu","with_limits","stressng-memory-stackmmap",false,0.099871
"dwill.soe.ucsc.edu","with_limits","stressng-memory-str",false,10576.32708
"dwill.soe.ucsc.edu","with_limits","stressng-memory-tlb-shootdown",false,549.482694
"dwill.soe.ucsc.edu","with_limits","stressng-memory-vm",false,26927.789344
"dwill.soe.ucsc.edu","with_limits","stressng-memory-zero",false,65345.241483
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-add",false,72106.69755
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-div",false,17666.923452
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-frobenius",false,20699.01685
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-mult",false,101756.851606
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-prod",false,139.19961
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-sub",false,76705.805996
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-hadamard",false,71202.449705
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-trans",false,19778.399026
"dwill.soe.ucsc.edu","with_limits","stressng-string-index",false,30879.207488
"dwill.soe.ucsc.edu","with_limits","stressng-string-rindex",false,14940.859488
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcasecmp",false,11058.876643
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcat",false,13015.720377
"dwill.soe.ucsc.edu","with_limits","stressng-string-strchr",false,31684.919712
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcoll",false,10378.44256
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcmp",false,45086.520364
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcpy",false,44795.183696
"dwill.soe.ucsc.edu","with_limits","stressng-string-strlen",false,39460.821093
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncasecmp",false,9513.310433
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncat",false,10575.626223
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncmp",false,14449.875668
"dwill.soe.ucsc.edu","with_limits","stressng-string-strrchr",false,13911.561029
"dwill.soe.ucsc.edu","with_limits","stressng-string-strxfrm",false,2005.102247
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-ackermann",false,6.934349
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-bitops",false,1148.499886
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-callfunc",false,94348.480116
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cdouble",false,2192.480711
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cfloat",false,1254.821602
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-clongdouble",false,23.32561
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-correlate",false,19.784408
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-crc16",false,45.395751
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal32",false,508.971544
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal64",false,590.923377
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal128",false,122.468775
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-dither",false,85.511683
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-djb2a",false,38289.333282
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-double",false,2875.595955
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-euler",false,2183985.46437
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-explog",false,45.966527
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fft",false,136.259718
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fibonacci",false,3677402.86858
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-float",false,10522.470696
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fnv1a",false,35970.826723
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gamma",false,129.483128
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gcd",false,611.630578
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gray",false,5434.785358
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hamming",false,180.730365
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hanoi",false,71.273658
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hyperbolic",false,403.67744
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-idct",false,11099.59517
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128",false,1896.229018
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64",false,19812.475579
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32",false,18753.172879
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int16",false,20441.529187
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int8",false,19662.686258
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128float",false,1717.964089
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128double",false,1241.734757
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128longdouble",false,394.497423
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal32",false,446.295969
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal64",false,558.369831
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal128",false,116.606344
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64float",false,11563.835841
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64double",false,3600.989526
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64longdouble",false,521.074781
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32float",false,11758.62871
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32double",false,3601.89708
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32longdouble",false,517.783433
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-jenkin",false,10455.61324
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-jmp",false,12424.081437
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-ln2",false,6668.049558
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-longdouble",false,434.500218
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-loop",false,7711.849534
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-matrixprod",false,76.130607
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-nsqrt",false,51.246171
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-omega",false,1173234.6436
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-parity",false,6422.410259
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-phi",false,3362754.11789
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-pi",false,405217.369926
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-pjw",false,12967.25163
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-prime",false,3.193917
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-psi",false,461469.610188
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-queens",false,37.825151
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rand",false,6122.725108
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rand48",false,1368.370442
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rgb",false,23106.490348
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sdbm",false,34934.549923
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sieve",false,6.846942
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sqrt",false,2960.290217
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-trig",false,294.495464
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-union",false,8723.834943
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-zeta",false,198.185485
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-af-alg",false,4062.130482
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-atomic",false,229868.90984
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-bsearch",false,151.744508
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cpu",false,92.887649
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-crypt",false,46.850507
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hsearch",false,1471.789164
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-longjmp",false,38756.505134
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-lsearch",false,2.697597
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-opcode",false,1151.804504
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-qsort",false,3.000004
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-str",false,12978.705255
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-stream",false,18.188774
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-tsc",false,346047.269679
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-tsearch",false,7.054405
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-vecmath",false,1035.714833
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-wcs",false,4506.193987
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cache-cache",false,6.493829
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cache-icache",false,316.190361
"dwill.soe.ucsc.edu","with_limits","stressng-memory-atomic",false,201530.890773
"dwill.soe.ucsc.edu","with_limits","stressng-memory-context",false,1453.80974
"dwill.soe.ucsc.edu","with_limits","stressng-memory-full",false,57126.060797
"dwill.soe.ucsc.edu","with_limits","stressng-memory-lockbus",false,603011.518516
"dwill.soe.ucsc.edu","with_limits","stressng-memory-malloc",false,827950.328734
"dwill.soe.ucsc.edu","with_limits","stressng-memory-matrix",false,1353.809619
"dwill.soe.ucsc.edu","with_limits","stressng-memory-memcpy",false,611.566114
"dwill.soe.ucsc.edu","with_limits","stressng-memory-memfd",false,3.592819
"dwill.soe.ucsc.edu","with_limits","stressng-memory-mincore",false,11052.843633
"dwill.soe.ucsc.edu","with_limits","stressng-memory-null",false,2502397.23477
"dwill.soe.ucsc.edu","with_limits","stressng-memory-pipe",false,185109.937778
"dwill.soe.ucsc.edu","with_limits","stressng-memory-remap",false,96.696055
"dwill.soe.ucsc.edu","with_limits","stressng-memory-stack",false,10.812085
"dwill.soe.ucsc.edu","with_limits","stressng-memory-stackmmap",false,0.099787
"dwill.soe.ucsc.edu","with_limits","stressng-memory-str",false,10429.803196
"dwill.soe.ucsc.edu","with_limits","stressng-memory-tlb-shootdown",false,442.076043
"dwill.soe.ucsc.edu","with_limits","stressng-memory-vm",false,13860.801294
"dwill.soe.ucsc.edu","with_limits","stressng-memory-zero",false,60272.777344
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-add",false,75282.384103
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-div",false,17673.874163
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-frobenius",false,20708.397758
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-mult",false,103184.381317
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-prod",false,150.900619
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-sub",false,76389.356771
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-hadamard",false,72872.598836
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-trans",false,19798.479301
"dwill.soe.ucsc.edu","with_limits","stressng-string-index",false,30317.617821
"dwill.soe.ucsc.edu","with_limits","stressng-string-rindex",false,13912.54258
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcasecmp",false,10320.019438
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcat",false,12077.82678
"dwill.soe.ucsc.edu","with_limits","stressng-string-strchr",false,29368.584748
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcoll",false,10391.940581
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcmp",false,48220.03062
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcpy",false,43787.371211
"dwill.soe.ucsc.edu","with_limits","stressng-string-strlen",false,41588.549724
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncasecmp",false,9498.053926
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncat",false,10627.535671
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncmp",false,14447.556491
"dwill.soe.ucsc.edu","with_limits","stressng-string-strrchr",false,13892.526112
"dwill.soe.ucsc.edu","with_limits","stressng-string-strxfrm",false,2003.792404
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-ackermann",false,6.439649
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-bitops",false,1180.604616
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-callfunc",false,107097.510664
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cdouble",false,2355.770569
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cfloat",false,1254.593715
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-clongdouble",false,23.407391
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-correlate",false,19.799078
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-crc16",false,45.396446
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal32",false,512.901382
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal64",false,598.492523
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-decimal128",false,100.42139
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-dither",false,67.650683
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-djb2a",false,31446.313211
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-double",false,2981.080952
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-euler",false,2344044.05163
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-explog",false,49.393445
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fft",false,94.505873
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fibonacci",false,3664141.94559
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-float",false,10550.840248
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-fnv1a",false,37918.501603
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gamma",false,139.087886
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gcd",false,658.298496
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-gray",false,5828.162452
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hamming",false,194.240335
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hanoi",false,76.227073
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hyperbolic",false,443.277256
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-idct",false,11607.51273
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128",false,1896.60416
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64",false,19779.2929
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32",false,18751.984499
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int16",false,20442.96975
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int8",false,19699.576557
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128float",false,1718.49074
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128double",false,1230.826834
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128longdouble",false,355.699746
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal32",false,402.421079
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal64",false,459.387654
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal128",false,95.014326
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64float",false,9470.023321
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64double",false,2947.089109
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int64longdouble",false,427.076255
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32float",false,9628.803903
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32double",false,2943.708211
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-int32longdouble",false,423.101752
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-jenkin",false,9592.431009
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-jmp",false,13341.142622
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-ln2",false,6813.39935
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-longdouble",false,435.012189
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-loop",false,7719.034783
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-matrixprod",false,77.722324
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-nsqrt",false,51.16391
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-omega",false,1172874.40972
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-parity",false,6420.222781
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-phi",false,3609630.13311
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-pi",false,435240.365851
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-pjw",false,13923.048797
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-prime",false,3.190505
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-psi",false,453789.779796
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-queens",false,35.229207
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rand",false,5706.120543
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rand48",false,1356.893077
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-rgb",false,23146.602094
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sdbm",false,34863.850482
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sieve",false,6.86655
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-sqrt",false,2961.406496
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-trig",false,293.383087
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-union",false,8720.957503
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-zeta",false,198.27236
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-af-alg",false,4646.900152
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-atomic",false,200968.327234
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-bsearch",false,123.372333
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cpu",false,73.506805
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-crypt",false,37.511762
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-hsearch",false,1213.68666
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-longjmp",false,31805.916119
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-lsearch",false,2.198032
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-opcode",false,989.40217
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-qsort",false,2.600005
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-str",false,10746.520889
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-stream",false,17.458262
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-tsc",false,283425.332659
