machine,limits,benchmark,lower_is_better,result
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-tsearch",false,5.791407
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-vecmath",false,849.818604
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-wcs",false,3687.296747
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cache-cache",false,5.800026
"dwill.soe.ucsc.edu","with_limits","stressng-cpu-cache-icache",false,289.469406
"dwill.soe.ucsc.edu","with_limits","stressng-memory-atomic",false,201620.307576
"dwill.soe.ucsc.edu","with_limits","stressng-memory-context",false,1461.405631
"dwill.soe.ucsc.edu","with_limits","stressng-memory-full",false,56060.119442
"dwill.soe.ucsc.edu","with_limits","stressng-memory-lockbus",false,603228.289663
"dwill.soe.ucsc.edu","with_limits","stressng-memory-malloc",false,829865.871986
"dwill.soe.ucsc.edu","with_limits","stressng-memory-matrix",false,1356.808152
"dwill.soe.ucsc.edu","with_limits","stressng-memory-memcpy",false,616.595869
"dwill.soe.ucsc.edu","with_limits","stressng-memory-memfd",false,3.593639
"dwill.soe.ucsc.edu","with_limits","stressng-memory-mincore",false,11058.969217
"dwill.soe.ucsc.edu","with_limits","stressng-memory-null",false,2529891.19996
"dwill.soe.ucsc.edu","with_limits","stressng-memory-pipe",false,196442.831007
"dwill.soe.ucsc.edu","with_limits","stressng-memory-remap",false,104.191203
"dwill.soe.ucsc.edu","with_limits","stressng-memory-stackmmap",false,0.099762
"dwill.soe.ucsc.edu","with_limits","stressng-memory-str",false,10683.365869
"dwill.soe.ucsc.edu","with_limits","stressng-memory-tlb-shootdown",false,426.800773
"dwill.soe.ucsc.edu","with_limits","stressng-memory-vm",false,13870.634402
"dwill.soe.ucsc.edu","with_limits","stressng-memory-zero",false,59959.810803
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-add",false,70639.677781
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-div",false,17681.599067
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-frobenius",false,22230.604414
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-mult",false,120490.777808
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-prod",false,171.900721
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-sub",false,90030.814626
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-hadamard",false,88184.261626
"dwill.soe.ucsc.edu","with_limits","stressng-matrix-trans",false,24331.685277
"dwill.soe.ucsc.edu","with_limits","stressng-string-index",false,30241.726899
"dwill.soe.ucsc.edu","with_limits","stressng-string-rindex",false,13557.143312
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcasecmp",false,10252.73725
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcat",false,12133.625457
"dwill.soe.ucsc.edu","with_limits","stressng-string-strchr",false,29530.712651
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcoll",false,9610.716269
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcmp",false,48108.654634
"dwill.soe.ucsc.edu","with_limits","stressng-string-strcpy",false,45257.795304
"dwill.soe.ucsc.edu","with_limits","stressng-string-strlen",false,41405.486578
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncasecmp",false,9360.029904
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncat",false,10888.931691
"dwill.soe.ucsc.edu","with_limits","stressng-string-strncmp",false,14433.250585
"dwill.soe.ucsc.edu","with_limits","stressng-string-strrchr",false,16603.749354
"dwill.soe.ucsc.edu","with_limits","stressng-string-strxfrm",false,2019.693114
"nibbler.soe.ucsc.edu","with_limits","crafty",,"64.68"
"nibbler.soe.ucsc.edu","with_limits","stream-copy",,"5745.06"
"nibbler.soe.ucsc.edu","with_limits","stream-add",,"5785.98"
"nibbler.soe.ucsc.edu","with_limits","stream-scale",,"5493.20"
"nibbler.soe.ucsc.edu","with_limits","stream-triad",,"5757.80"
"nibbler.soe.ucsc.edu","with_limits","c-ray",,"82.30"
"nibbler.soe.ucsc.edu","with_limits","crafty",,"71.49"
"nibbler.soe.ucsc.edu","with_limits","stream-copy",,"5740.50"
"nibbler.soe.ucsc.edu","with_limits","stream-add",,"5707.04"
"nibbler.soe.ucsc.edu","with_limits","stream-scale",,"5451.43"
"nibbler.soe.ucsc.edu","with_limits","stream-triad",,"5773.38"
"nibbler.soe.ucsc.edu","with_limits","c-ray",,"82.25"
"nibbler.soe.ucsc.edu","with_limits","crafty",,"64.89"
"nibbler.soe.ucsc.edu","with_limits","stream-copy",,"5784.10"
"nibbler.soe.ucsc.edu","with_limits","stream-add",,"5724.82"
"nibbler.soe.ucsc.edu","with_limits","stream-scale",,"5461.14"
"nibbler.soe.ucsc.edu","with_limits","stream-triad",,"5679.70"
"nibbler.soe.ucsc.edu","with_limits","c-ray",,"82.27"
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-ackermann",false,7.219897
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-bitops",false,973.575163
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-callfunc",false,97944.174864
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cdouble",false,2407.913222
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cfloat",false,1536.002893
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-clongdouble",false,36.088773
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-correlate",false,17.477864
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-crc16",false,24.73396
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal32",false,605.939468
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal64",false,696.243743
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal128",false,110.077957
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-dither",false,70.961944
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-djb2a",false,34787.076562
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-double",false,3362.201363
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-euler",false,2279817.67411
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-explog",false,52.032508
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fft",false,139.361132
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fibonacci",false,3582632.37915
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-float",false,14438.093699
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fnv1a",false,38554.988615
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gamma",false,150.505211
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gcd",false,726.592014
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gray",false,5452.432902
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hamming",false,163.794334
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hanoi",false,71.777067
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hyperbolic",false,440.996604
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-idct",false,11058.836649
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128",false,2246.272471
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64",false,18480.727778
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32",false,20627.166392
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int16",false,22166.410983
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int8",false,19061.697256
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128float",false,2071.708011
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128double",false,1345.093265
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128longdouble",false,384.665186
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal32",false,455.626666
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal64",false,539.85109
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal128",false,102.491042
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64float",false,10594.427532
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64double",false,3050.960647
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64longdouble",false,450.680079
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32float",false,11121.558865
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32double",false,3025.284565
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32longdouble",false,445.561109
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-jenkin",false,10201.45813
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-jmp",false,14662.34999
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-ln2",false,7782.443604
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-longdouble",false,455.262075
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-loop",false,11053.738477
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-matrixprod",false,64.273416
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-nsqrt",false,61.426639
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-omega",false,1363316.87359
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-parity",false,6689.200638
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-phi",false,4748278.81895
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-pi",false,429738.51717
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-pjw",false,13805.863527
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-prime",false,4.307604
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-psi",false,533229.464745
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-queens",false,32.189213
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-rand",false,7028.974874
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-rand48",false,1542.878113
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-rgb",false,28006.742895
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-sdbm",false,38177.342295
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-sieve",false,7.981941
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-sqrt",false,2253.126973
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-trig",false,320.398014
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-union",false,9144.509157
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-zeta",false,216.96212
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-af-alg",false,23400.03476
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-atomic",false,270278.546071
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-bsearch",false,129.863053
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cpu",false,83.636711
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-crypt",false,44.32914
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hsearch",false,1261.769586
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-longjmp",false,32748.847453
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-lsearch",false,2.500024
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-opcode",false,1099.657999
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-qsort",false,2.599996
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-str",false,10410.656344
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-stream",false,12.94543
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-tsc",false,385041.01927
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-tsearch",false,6.076907
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-vecmath",false,871.892953
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-wcs",false,3669.695447
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cache-cache",false,5.500036
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cache-icache",false,369.365426
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-atomic",false,270655.403573
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-context",false,2205.616302
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-full",false,64783.6823
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-lockbus",false,653524.223634
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-malloc",false,1086755.30363
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-matrix",false,1148.806327
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-memcpy",false,608.674735
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-memfd",false,1912.587323
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-mincore",false,16787.967079
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-null",false,3005666.6816
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-oom-pipe",false,0.087698
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-pipe",false,161138.69478
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-remap",false,337.321154
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-stack",false,1.256529
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-stackmmap",false,0.1999
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-str",false,10992.751776
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-tlb-shootdown",false,433.351853
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-vm",false,13843.778635
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-vm-rw",false,74.630012
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-zero",false,67137.077085
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-add",false,67223.549396
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-div",false,20712.959509
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-frobenius",false,22839.341578
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-mult",false,104157.517676
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-prod",false,119.300811
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-sub",false,65169.955255
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-hadamard",false,65878.061773
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-trans",false,15905.381152
"nibbler.soe.ucsc.edu","with_limits","stressng-string-index",false,29878.546034
"nibbler.soe.ucsc.edu","with_limits","stressng-string-rindex",false,14604.804714
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcasecmp",false,9216.914511
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcat",false,12788.046949
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strchr",false,30514.77679
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcoll",false,11838.96492
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcmp",false,55530.677327
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcpy",false,47889.262607
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strlen",false,40542.127151
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strncasecmp",false,7821.924244
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strncat",false,11394.54238
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strncmp",false,15742.24091
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strrchr",false,14775.463409
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strxfrm",false,1925.180538
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-ackermann",false,7.430854
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-bitops",false,958.083325
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-callfunc",false,102999.380228
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cdouble",false,2516.345165
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cfloat",false,1571.375161
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-clongdouble",false,36.701969
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-correlate",false,17.938226
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-crc16",false,24.904754
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal32",false,626.787896
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal64",false,726.348134
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal128",false,111.276531
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-dither",false,70.085017
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-djb2a",false,34577.927535
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-double",false,3443.584327
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-euler",false,2293271.3968
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-explog",false,52.445571
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fft",false,139.989179
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fibonacci",false,3612503.42703
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-float",false,14555.522546
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fnv1a",false,38770.46714
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gamma",false,150.050588
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gcd",false,735.000648
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gray",false,5456.803903
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hamming",false,164.067729
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hanoi",false,71.443846
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hyperbolic",false,452.574427
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-idct",false,10986.16915
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128",false,2235.883208
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64",false,18543.201684
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32",false,20803.576879
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int16",false,22071.601562
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int8",false,19171.174961
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128float",false,2055.353986
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128double",false,1385.079493
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128longdouble",false,393.050558
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal32",false,468.902773
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal64",false,559.045326
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int128decimal128",false,107.267413
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64float",false,10043.314128
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64double",false,3124.215642
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int64longdouble",false,460.274782
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32float",false,11155.268086
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32double",false,3138.072692
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-int32longdouble",false,454.449412
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-jenkin",false,10262.613213
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-jmp",false,14393.057667
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-ln2",false,7758.64495
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-longdouble",false,478.485215
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-loop",false,11138.142489
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-matrixprod",false,67.750333
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-nsqrt",false,61.481176
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-omega",false,1374215.84453
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-parity",false,6738.592229
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-phi",false,4786382.86311
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-pi",false,433071.618788
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-pjw",false,13728.64386
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-prime",false,4.338193
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-psi",false,536110.133063
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-queens",false,32.175791
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-rand",false,7099.312481
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-rand48",false,1543.508795
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-rgb",false,28271.840877
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-sdbm",false,38507.66992
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-sieve",false,8.111932
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-sqrt",false,2265.775259
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-trig",false,317.180112
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-union",false,9142.310027
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-zeta",false,224.619295
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-af-alg",false,21887.881802
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-atomic",false,273043.686224
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-bsearch",false,129.263963
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cpu",false,86.29286
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-crypt",false,44.795771
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-hsearch",false,1265.869367
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-longjmp",false,33055.243611
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-lsearch",false,2.498646
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-opcode",false,1143.8976
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-qsort",false,2.699999
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-str",false,10474.513129
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-stream",false,14.877554
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-tsc",false,383789.268597
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-tsearch",false,6.07087
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-vecmath",false,898.361554
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-wcs",false,3717.271019
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cache-cache",false,5.700038
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cache-icache",false,374.967798
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-atomic",false,274116.90273
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-context",false,2230.522336
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-full",false,64979.306597
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-lockbus",false,667094.200155
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-malloc",false,1095682.08584
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-matrix",false,1150.811853
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-memcpy",false,646.164212
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-memfd",false,2105.574297
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-mincore",false,17267.858915
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-null",false,3144526.49317
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-oom-pipe",false,0.087496
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-pipe",false,155008.200202
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-remap",false,347.556596
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-stack",false,0.791607
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-stackmmap",false,0.099786
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-str",false,10550.108663
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-tlb-shootdown",false,433.139701
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-vm",false,13836.96014
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-vm-rw",false,74.4976
"nibbler.soe.ucsc.edu","with_limits","stressng-memory-zero",false,68485.796777
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-add",false,62548.099744
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-div",false,20674.12027
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-frobenius",false,22687.872554
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-mult",false,104768.267017
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-prod",false,117.900756
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-sub",false,65193.063188
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-hadamard",false,64433.807099
"nibbler.soe.ucsc.edu","with_limits","stressng-matrix-trans",false,15822.098079
"nibbler.soe.ucsc.edu","with_limits","stressng-string-index",false,33512.641424
"nibbler.soe.ucsc.edu","with_limits","stressng-string-rindex",false,18102.812217
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcasecmp",false,8148.419427
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcat",false,12760.791881
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strchr",false,30354.472966
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcoll",false,12605.745382
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcmp",false,54042.75562
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strcpy",false,50973.367293
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strlen",false,42132.367602
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strncasecmp",false,8608.301136
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strncat",false,11306.253104
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strncmp",false,15733.569022
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strrchr",false,14548.824975
"nibbler.soe.ucsc.edu","with_limits","stressng-string-strxfrm",false,1928.77549
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-ackermann",false,7.59269
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-bitops",false,957.271471
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-callfunc",false,99430.402191
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cdouble",false,2466.802705
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-cfloat",false,1566.405975
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-clongdouble",false,36.440391
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-correlate",false,18.164971
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-crc16",false,25.196297
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal32",false,625.860935
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal64",false,732.102339
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-decimal128",false,112.29853
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-dither",false,70.919698
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-djb2a",false,35041.441446
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-double",false,3432.100084
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-euler",false,2298176.18991
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-explog",false,52.933246
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fft",false,140.586549
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fibonacci",false,3590776.80047
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-float",false,14490.178422
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-fnv1a",false,38912.197451
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gamma",false,151.476184
"nibbler.soe.ucsc.edu","with_limits","stressng-cpu-gcd",false,733.641089
